id;code;name;id_categories;Sub-Category
690;FUR-FU-10000965;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";9;Furnishings
691;OFF-LA-10004853;Avery 483;6;Labels
692;OFF-BI-10003719;Large Capacity Hanging Post Binders;12;Binders
693;OFF-BI-10000545;GBC Ibimaster 500 Manual ProClick Binding System;12;Binders
694;OFF-PA-10003591;Southworth 100% Cotton The Best Paper;14;Paper
695;OFF-PA-10001790;Xerox 1910;14;Paper
696;TEC-AC-10002049;Logitech G19 Programmable Gaming Keyboard;15;Accessories
697;OFF-BI-10003712;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";12;Binders
698;OFF-BI-10003984;Lock-Up Easel 'Spel-Binder';12;Binders
699;FUR-FU-10001424;Dax Clear Box Frame;9;Furnishings
700;OFF-BI-10002071;Fellowes Black Plastic Comb Bindings;12;Binders
701;OFF-ST-10002486;Eldon Shelf Savers Cubes and Bins;8;Storage
702;TEC-AC-10000927;Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ;15;Accessories
703;OFF-PA-10001622;"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled";14;Paper
704;OFF-AR-10003158;Fluorescent Highlighters by Dixon;10;Art
705;TEC-PH-10002660;Nortel Networks T7316 E Nt8 B27;11;Phones
706;OFF-BI-10003364;Binding Machine Supplies;12;Binders
707;OFF-EN-10001099;Staple envelope;16;Envelopes
708;OFF-PA-10002250;Things To Do Today Pad;14;Paper
709;OFF-BI-10004716;Wilson Jones Hanging Recycled Pressboard Data Binders;12;Binders
710;OFF-LA-10001045;Permanent Self-Adhesive File Folder Labels for Typewriters by Universal;6;Labels
711;OFF-BI-10001510;Deluxe Heavy-Duty Vinyl Round Ring Binder;12;Binders
712;OFF-PA-10002947;Xerox 1923;14;Paper
713;OFF-PA-10000019;Xerox 1931;14;Paper
714;FUR-BO-10003441;Bush Westfield Collection Bookcases, Fully Assembled;4;Bookcases
715;TEC-PH-10004774;Gear Head AU3700S Headset;11;Phones
716;OFF-BI-10003684;Wilson Jones Legal Size Ring Binders;12;Binders
717;TEC-PH-10001494;Polycom CX600 IP Phone VoIP phone;11;Phones
718;TEC-AC-10004666;MaxellÿiVDR EX 500GB Cartridge;15;Accessories
719;OFF-ST-10003816;Fellowes High-Stak Drawer Files;8;Storage
720;FUR-TA-10001520;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;7;Tables
721;OFF-ST-10001558;Acco Perma 4000 Stacking Storage Drawers;8;Storage
722;TEC-AC-10002473;Maxell 4.7GB DVD-R;15;Accessories
723;TEC-PH-10004531;OtterBox Commuter Series Case - iPhone 5 & 5s;11;Phones
724;OFF-AP-10004487;Kensington 4 Outlet MasterPiece Compact Power Control Center;13;Appliances
725;OFF-PA-10003543;Xerox 1985;14;Paper
726;TEC-AC-10004353;Hypercom P1300 Pinpad;15;Accessories
727;OFF-AR-10001468;Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set;10;Art
728;OFF-PA-10002195;"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set";14;Paper
729;OFF-PA-10001745;"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page";14;Paper
730;OFF-BI-10004826;JM Magazine Binder;12;Binders
731;OFF-PA-10000289;Xerox 213;14;Paper
732;OFF-AP-10003040;Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection;13;Appliances
733;OFF-PA-10000350;"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book";14;Paper
734;OFF-BI-10001759;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue";12;Binders
735;OFF-ST-10001496;Standard Rollaway File with Lock;8;Storage
736;OFF-BI-10002931;"Avery Trapezoid Extra Heavy Duty 4"" Binders";12;Binders
737;FUR-TA-10002356;Bevis Boat-Shaped Conference Table;7;Tables
738;FUR-FU-10003601;Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;9;Furnishings
739;FUR-TA-10004154;Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer;7;Tables
740;OFF-PA-10000788;Xerox 210;14;Paper
741;FUR-FU-10001940;Staple-based wall hangings;9;Furnishings
742;OFF-BI-10004465;Avery Durable Slant Ring Binders;12;Binders
743;OFF-PA-10002333;"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream";14;Paper
744;FUR-FU-10004188;Luxo Professional Combination Clamp-On Lamps;9;Furnishings
745;OFF-BI-10000145;Zipper Ring Binder Pockets;12;Binders
746;OFF-LA-10001613;Avery File Folder Labels;6;Labels
747;OFF-LA-10004055;Color-Coded Legal Exhibit Labels;6;Labels
748;OFF-PA-10004621;Xerox 212;14;Paper
749;OFF-PA-10001281;Computer Printout Paper with Letter-Trim Fine Perforations;14;Paper
750;OFF-ST-10001097;Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers;8;Storage
751;FUR-FU-10001095;DAX Black Cherry Wood-Tone Poster Frame;9;Furnishings
752;OFF-BI-10002012;Wilson Jones Easy Flow II Sheet Lifters;12;Binders
753;OFF-PA-10004156;Xerox 188;14;Paper
754;OFF-AR-10000034;BIC Brite Liner Grip Highlighters, Assorted, 5/Pack;10;Art
755;TEC-PH-10000560;Samsung Galaxy S III - 16GB - pebble blue (T-Mobile);11;Phones
756;OFF-EN-10000461;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";16;Envelopes
757;TEC-MA-10003066;Wasp CCD Handheld Bar Code Reader;19;Machines
758;OFF-BI-10004022;Acco Suede Grain Vinyl Round Ring Binder;12;Binders
759;OFF-AR-10001988;Bulldog Table or Wall-Mount Pencil Sharpener;10;Art
760;OFF-PA-10003625;Xerox 1979;14;Paper
761;OFF-BI-10003925;Fellowes PB300 Plastic Comb Binding Machine;12;Binders
762;OFF-EN-10003862;Laser & Ink Jet Business Envelopes;16;Envelopes
763;OFF-ST-10004258;Portable Personal File Box;8;Storage
764;FUR-FU-10002885;Magna Visual Magnetic Picture Hangers;9;Furnishings
765;TEC-AC-10003033;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;15;Accessories
766;OFF-ST-10000046;Fellowes Super Stor/Drawer Files;8;Storage
767;OFF-BI-10002049;UniKeep View Case Binders;12;Binders
768;FUR-FU-10001602;"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear";9;Furnishings
769;OFF-ST-10003722;Project Tote Personal File;8;Storage
770;TEC-AC-10003198;Enermax Acrylux Wireless Keyboard;15;Accessories
771;FUR-FU-10002191;G.E. Halogen Desk Lamp Bulbs;9;Furnishings
772;TEC-PH-10004188;OtterBox Commuter Series Case - Samsung Galaxy S4;11;Phones
773;OFF-ST-10001526;Iceberg Mobile Mega Data/Printer Cart ;8;Storage
774;OFF-AR-10001166;Staples in misc. colors;10;Art
775;FUR-CH-10000309;Global Comet Stacking Arm Chair;5;Chairs
776;TEC-MA-10004212;Cisco SPA525G2 5-Line IP Phone;19;Machines
777;OFF-EN-10003072;Peel & Seel Envelopes;16;Envelopes
778;OFF-BI-10000320;GBC Plastic Binding Combs;12;Binders
779;OFF-PA-10001166;Xerox 2;14;Paper
780;OFF-PA-10003656;Xerox 1935;14;Paper
781;TEC-PH-10000148;Cyber Acoustics AC-202b Speech Recognition Stereo Headset;11;Phones
782;TEC-PH-10003885;Cisco SPA508G;11;Phones
783;OFF-LA-10001175;Avery 514;6;Labels
784;OFF-PA-10000955;Southworth 25% Cotton Granite Paper & Envelopes;14;Paper
785;FUR-FU-10003975;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;9;Furnishings
786;OFF-BI-10003707;Aluminum Screw Posts;12;Binders
787;OFF-AR-10000203;Newell 336;10;Art
788;OFF-AR-10004790;Staples in misc. colors;10;Art
789;TEC-AC-10004761;Maxell 4.7GB DVD+RW 3/Pack;15;Accessories
790;FUR-BO-10001811;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;4;Bookcases
791;OFF-AR-10001130;Quartet Alpha White Chalk, 12/Pack;10;Art
792;OFF-AP-10000055;Belkin F9S820V06 8 Outlet Surge;13;Appliances
793;FUR-CH-10002304;Global Stack Chair without Arms, Black;5;Chairs
794;FUR-FU-10000293;Eldon Antistatic Chair Mats for Low to Medium Pile Carpets;9;Furnishings
795;OFF-PA-10001307;Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad;14;Paper
796;FUR-FU-10004460;"Howard Miller 12"" Round Wall Clock";9;Furnishings
797;OFF-AR-10000716;DIXON Ticonderoga Erasable Checking Pencils;10;Art
798;FUR-FU-10004622;Eldon Advantage Foldable Chair Mats for Low Pile Carpets;9;Furnishings
799;OFF-BI-10003529;Avery Round Ring Poly Binders;12;Binders
800;OFF-BI-10001097;Avery Hole Reinforcements;12;Binders
801;OFF-BI-10001597;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";12;Binders
802;OFF-FA-10001754;Stockwell Gold Paper Clips;17;Fasteners
803;OFF-FA-10004838;Super Bands, 12/Pack;17;Fasteners
804;TEC-PH-10002115;Plantronics 81402;11;Phones
805;OFF-FA-10003059;Assorted Color Push Pins;17;Fasteners
806;OFF-BI-10004330;GBC Velobind Prepunched Cover Sets, Regency Series;12;Binders
807;OFF-BI-10003669;3M Organizer Strips;12;Binders
808;OFF-BI-10003727;Avery Durable Slant Ring Binders With Label Holder;12;Binders
809;TEC-AC-10003447;Micropad Numeric Keypads;15;Accessories
810;OFF-AR-10000255;Newell 328;10;Art
811;OFF-AP-10002191;Belkin 8 Outlet SurgeMaster II Gold Surge Protector;13;Appliances
812;OFF-PA-10000349;Easy-staple paper;14;Paper
813;FUR-CH-10002880;Global High-Back Leather Tilter, Burgundy;5;Chairs
814;OFF-PA-10003127;Easy-staple paper;14;Paper
815;TEC-MA-10003979;Ativa V4110MDD Micro-Cut Shredder;19;Machines
816;OFF-PA-10000029;Xerox 224;14;Paper
817;OFF-LA-10000452;Avery 488;6;Labels
818;TEC-PH-10001819;Innergie mMini Combo Duo USB Travel Charging Kit;11;Phones
819;OFF-AR-10002952;Stanley Contemporary Battery Pencil Sharpeners;10;Art
820;TEC-PH-10000576;AT&T 1080 Corded phone;11;Phones
821;OFF-PA-10000605;Xerox 1950;14;Paper
822;OFF-ST-10004340;Fellowes Mobile File Cart, Black;8;Storage
823;OFF-BI-10004001;GBC Recycled VeloBinder Covers;12;Binders
824;FUR-TA-10004147;Hon 4060 Series Tables;7;Tables
825;OFF-AR-10001545;Newell 326;10;Art
826;TEC-AC-10001013;Logitech ClearChat Comfort/USB Headset H390;15;Accessories
827;OFF-AR-10002255;Newell 346;10;Art
828;OFF-PA-10001892;"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";14;Paper
829;OFF-BI-10003676;GBC Standard Recycled Report Covers, Clear Plastic Sheets;12;Binders
830;OFF-FA-10003495;Staples;17;Fasteners
831;OFF-EN-10003798;Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13;16;Envelopes
832;TEC-PH-10003589;invisibleSHIELD by ZAGG Smudge-Free Screen Protector;11;Phones
833;OFF-PA-10004735;Xerox 1905;14;Paper
834;FUR-BO-10002206;Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order;4;Bookcases
835;OFF-PA-10000141;"Ampad Evidence Wirebond Steno Books, 6"" x 9""";14;Paper
836;TEC-PH-10001061;Apple iPhone 5C;11;Phones
837;OFF-AR-10002375;Newell 351;10;Art
838;OFF-EN-10001539;Staple envelope;16;Envelopes
839;FUR-TA-10004086;KI Adjustable-Height Table;7;Tables
840;OFF-PA-10000100;Xerox 1945;14;Paper
841;OFF-LA-10000973;Avery 502;6;Labels
842;OFF-ST-10001476;Steel Personal Filing/Posting Tote;8;Storage
843;OFF-EN-10002831;Tyvek  Top-Opening Peel & Seel  Envelopes, Gray;16;Envelopes
844;OFF-PA-10001763;Xerox 1896;14;Paper
845;OFF-BI-10002072;Cardinal Slant-D Ring Binders;12;Binders
846;OFF-FA-10001561;Stockwell Push Pins;17;Fasteners
847;TEC-MA-10004241;Star Micronics TSP800 TSP847IIU Receipt Printer;19;Machines
848;OFF-AP-10003849;Hoover Shoulder Vac Commercial Portable Vacuum;13;Appliances
849;OFF-FA-10000735;Staples;17;Fasteners
850;OFF-BI-10003350;Acco Expandable Hanging Binders;12;Binders
851;TEC-PH-10000307;Shocksock Galaxy S4 Armband;11;Phones
852;TEC-CO-10004202;Brother DCP1000 Digital 3 in 1 Multifunction Machine;20;Copiers
853;FUR-FU-10001852;Eldon Regeneration Recycled Desk Accessories, Smoke;9;Furnishings
854;OFF-AR-10003759;Crayola Anti Dust Chalk, 12/Pack;10;Art
855;OFF-ST-10004337;SAFCO Commercial Wire Shelving, 72h;8;Storage
856;FUR-TA-10001932;"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table";7;Tables
857;FUR-CH-10002126;Hon Deluxe Fabric Upholstered Stacking Chairs;5;Chairs
858;TEC-PH-10004700;PowerGen Dual USB Car Charger;11;Phones
859;OFF-BI-10003429;Cardinal HOLDit! Binder Insert Strips,Extra Strips;12;Binders
860;FUR-FU-10004952;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx;9;Furnishings
861;OFF-PA-10003172;Xerox 1996;14;Paper
862;OFF-ST-10002352;Iris Project Case;8;Storage
863;OFF-PA-10002259;"Geographics Note Cards, Blank, White, 8 1/2"" x 11""";14;Paper
864;OFF-BI-10002976;ACCOHIDE Binder by Acco;12;Binders
865;OFF-BI-10003694;"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";12;Binders
866;OFF-LA-10004425;Staple-on labels;6;Labels
867;FUR-CH-10001270;Harbour Creations Steel Folding Chair;5;Chairs
868;TEC-PH-10004539;Wireless Extenders zBoost YX545 SOHO Signal Booster;11;Phones
869;OFF-AR-10001919;OIC #2 Pencils, Medium Soft;10;Art
870;TEC-PH-10003655;Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4;11;Phones
871;OFF-BI-10004656;Peel & Stick Add-On Corner Pockets;12;Binders
872;OFF-ST-10002344;"Carina 42""Hx23 3/4""W Media Storage Unit";8;Storage
873;TEC-PH-10004447;Toshiba IPT2010-SD IPÿTelephone;11;Phones
874;FUR-CH-10003973;GuestStacker Chair with Chrome Finish Legs;5;Chairs
875;OFF-PA-10000682;Xerox 1924;14;Paper
876;FUR-FU-10002268;Ultra Door Push Plate;9;Furnishings
877;TEC-AC-10001990;Kensington Orbit Wireless Mobile Trackball for PC and Mac;15;Accessories
878;FUR-CH-10004540;Global Chrome Stack Chair;5;Chairs
879;OFF-ST-10002292;Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish;8;Storage
880;OFF-AR-10004999;Newell 315;10;Art
881;OFF-BI-10001031;Pressboard Data Binders by Wilson Jones;12;Binders
882;OFF-BI-10002432;Wilson Jones Standard D-Ring Binders;12;Binders
883;FUR-FU-10001867;Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry;9;Furnishings
884;TEC-PH-10002200;Samsung Galaxy Note 2;11;Phones
885;TEC-PH-10000439;GE DSL Phone Line Filter;11;Phones
886;OFF-PA-10001685;Easy-staple paper;14;Paper
887;OFF-ST-10001418;Carina Media Storage Towers in Natural & Black;8;Storage
888;OFF-ST-10000676;Fellowes Econo/Stor Drawers;8;Storage
889;OFF-AR-10001022;SANFORD Liquid Accent Tank-Style Highlighters;10;Art
890;OFF-EN-10003055;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;16;Envelopes
891;TEC-CO-10001046;Canon Imageclass D680 Copier / Fax;20;Copiers
892;FUR-FU-10000076;24-Hour Round Wall Clock;9;Furnishings
893;FUR-FU-10003268;Eldon Radial Chair Mat for Low to Medium Pile Carpets;9;Furnishings
894;FUR-FU-10003691;Eldon Image Series Desk Accessories, Ebony;9;Furnishings
895;OFF-AR-10003903;Sanford 52201 APSCO Electric Pencil Sharpener;10;Art
896;TEC-PH-10003442;Samsung Replacement EH64AVFWE Premium Headset;11;Phones
897;OFF-BI-10004519;GBC DocuBind P100 Manual Binding Machine;12;Binders
898;OFF-EN-10004955;Fashion Color Clasp Envelopes;16;Envelopes
899;FUR-TA-10004619;Hon Non-Folding Utility Tables;7;Tables
900;FUR-BO-10004467;Bestar Classic Bookcase;4;Bookcases
901;OFF-AR-10002280;Staples in misc. colors;10;Art
902;FUR-CH-10001708;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;5;Chairs
903;OFF-AR-10000462;Sanford Pocket Accent Highlighters;10;Art
904;TEC-PH-10004165;Mitel MiVoice 5330e IP Phone;11;Phones
905;FUR-FU-10003724;Westinghouse Clip-On Gooseneck Lamps;9;Furnishings
906;FUR-FU-10003535;Howard Miller Distant Time Traveler Alarm Clock;9;Furnishings
907;OFF-ST-10003716;Tennsco Double-Tier Lockers;8;Storage
908;TEC-PH-10004586;Wilson SignalBoost 841262 DB PRO Amplifier Kit;11;Phones
909;OFF-BI-10004236;"XtraLife ClearVue Slant-D Ring Binder, White, 3""";12;Binders
910;OFF-AR-10000422;Pencil and Crayon Sharpener;10;Art
911;OFF-PA-10002870;Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ó? x 11?;14;Paper
912;OFF-ST-10000563;Fellowes Bankers Box Stor/Drawer Steel Plus;8;Storage
913;OFF-BI-10002854;Performers Binder/Pad Holder, Black;12;Binders
914;FUR-CH-10001973;Office Star Flex Back Scooter Chair with White Frame;5;Chairs
915;TEC-AC-10000580;Logitech G13 Programmable Gameboard with LCD Display;15;Accessories
916;OFF-AR-10004022;Panasonic KP-380BK Classic Electric Pencil Sharpener;10;Art
917;TEC-AC-10004209;Memorex Froggy Flash Drive 4 GB;15;Accessories
918;TEC-AC-10000023;Maxell 74 Minute CD-R Spindle, 50/Pack;15;Accessories
919;TEC-PH-10003505;Geemarc AmpliPOWER60;11;Phones
920;OFF-LA-10000121;Avery 48;6;Labels
921;OFF-BI-10002026;Avery Arch Ring Binders;12;Binders
922;OFF-PA-10000994;Xerox 1915;14;Paper
923;OFF-BI-10002813;Avery Reinforcements for Hole-Punch Pages;12;Binders
924;OFF-AR-10004817;Colorific Watercolor Pencils;10;Art
925;OFF-AR-10001860;BIC Liqua Brite Liner;10;Art
926;OFF-BI-10004970;"ACCOHIDE 3-Ring Binder, Blue, 1""";12;Binders
927;OFF-PA-10002968;Xerox 1973;14;Paper
928;FUR-BO-10003433;Sauder Cornerstone Collection Library;4;Bookcases
929;FUR-FU-10002554;Westinghouse Floor Lamp with Metal Mesh Shade, Black;9;Furnishings
930;TEC-PH-10003437;Blue Parrot B250XT Professional Grade Wireless BluetoothÿHeadsetÿwith;11;Phones
931;OFF-AP-10003971;Belkin 6 Outlet Metallic Surge Strip;13;Appliances
932;FUR-CH-10003846;Hon Valutask Swivel Chairs;5;Chairs
933;OFF-LA-10001404;Avery 517;6;Labels
934;OFF-LA-10001474;Avery 477;6;Labels
935;OFF-PA-10003072;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";14;Paper
936;FUR-FU-10004960;"Seth Thomas 12"" Clock w/ Goldtone Case";9;Furnishings
937;TEC-AC-10003116;Memorex Froggy Flash Drive 8 GB;15;Accessories
938;OFF-AP-10004859;Acco 6 Outlet Guardian Premium Surge Suppressor;13;Appliances
939;OFF-PA-10002659;Avoid Verbal Orders Carbonless Minifold Book;14;Paper
940;OFF-BI-10004139;Fellowes Presentation Covers for Comb Binding Machines;12;Binders
941;OFF-AR-10002818;Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener;10;Art
942;OFF-AP-10001303;Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter;13;Appliances
943;OFF-ST-10002574;SAFCO Commercial Wire Shelving, Black;8;Storage
944;FUR-FU-10004018;Tensor Computer Mounted Lamp;9;Furnishings
945;TEC-PH-10002549;Polycom SoundPoint IP 450 VoIP phone;11;Phones
946;OFF-PA-10004911;Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk;14;Paper
947;TEC-MA-10002178;Cisco CP-7937G Unified IP Conference Station Phone;19;Machines
948;OFF-AR-10000411;Boston 16701 Slimline Battery Pencil Sharpener;10;Art
949;OFF-LA-10000262;Avery 494;6;Labels
950;OFF-PA-10000466;Memo Book, 100 Message Capacity, 5 3/8? x 11?;14;Paper
951;OFF-AR-10003829;Newell 35;10;Art
952;OFF-BI-10001758;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;12;Binders
953;OFF-BI-10000136;Avery Non-Stick Heavy Duty View Round Locking Ring Binders;12;Binders
954;OFF-ST-10000649;Hanging Personal Folder File;8;Storage
955;OFF-PA-10003641;Xerox 1909;14;Paper
956;FUR-CH-10002961;Leather Task Chair, Black;5;Chairs
957;OFF-PA-10004041;"It's Hot Message Books with Stickers, 2 3/4"" x 5""";14;Paper
958;TEC-PH-10001336;Digium D40 VoIP phone;11;Phones
959;TEC-MA-10003183;DYMO CardScan Personal V9 Business Card Scanner;19;Machines
960;TEC-AC-10001314;Case Logic 2.4GHz Wireless Keyboard;15;Accessories
961;TEC-AC-10004510;Logitech Desktop MK120 Mouse and keyboard Combo;15;Accessories
962;OFF-BI-10000042;"Pressboard Data Binder, Crimson, 12"" X 8 1/2""";12;Binders
963;FUR-TA-10003008;Lesro Round Back Collection Coffee Table, End Table;7;Tables
964;OFF-AP-10003590;Hoover WindTunnel Plus Canister Vacuum;13;Appliances
965;OFF-PA-10000806;Xerox 1934;14;Paper
966;OFF-AR-10000896;Newell 329;10;Art
967;TEC-PH-10002310;Panasonic KX T7731-B Digital phone;11;Phones
968;OFF-ST-10002289;"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black";8;Storage
969;OFF-PA-10001289;White Computer Printout Paper by Universal;14;Paper
970;OFF-FA-10000053;Revere Boxed Rubber Bands by Revere;17;Fasteners
971;OFF-EN-10003001;Ames Color-File Green Diamond Border X-ray Mailers;16;Envelopes
972;FUR-TA-10002958;Bevis Oval Conference Table, Walnut;7;Tables
973;FUR-TA-10001676;Hon 61000 Series Interactive Training Tables;7;Tables
974;OFF-BI-10000822;"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""";12;Binders
975;OFF-PA-10004888;Xerox 217;14;Paper
976;FUR-TA-10002622;Bush Andora Conference Table, Maple/Graphite Gray Finish;7;Tables
977;OFF-PA-10000418;Xerox 189;14;Paper
978;FUR-TA-10001039;KI Adjustable-Height Table;7;Tables
979;OFF-AR-10002240;Panasonic KP-150 Electric Pencil Sharpener;10;Art
980;OFF-BI-10002867;GBC Recycled Regency Composition Covers;12;Binders
981;FUR-FU-10003976;DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7;9;Furnishings
982;TEC-PH-10002922;ShoreTel ShorePhone IP 230 VoIP phone;11;Phones
983;OFF-PA-10000501;Petty Cash Envelope;14;Paper
984;OFF-AP-10004980;3M Replacement Filter for Office Air Cleaner for 20' x 33' Room;13;Appliances
985;TEC-PH-10001750;Samsung Rugby III;11;Phones
986;OFF-BI-10003708;"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""";12;Binders
987;OFF-BI-10001191;Canvas Sectional Post Binders;12;Binders
988;OFF-PA-10003673;Strathmore Photo Mount Cards;14;Paper
989;OFF-PA-10001639;Xerox 203;14;Paper
990;TEC-AC-10004975;Plantronics Audio 995 Wireless Stereo Headset;15;Accessories
991;OFF-BI-10004364;Storex Dura Pro Binders;12;Binders
992;OFF-PA-10001712;Xerox 1948;14;Paper
993;FUR-CH-10004289;Global Super Steno Chair;5;Chairs
994;TEC-PH-10002564;OtterBox Defender Series Case - Samsung Galaxy S4;11;Phones
995;OFF-BI-10004876;Wilson Jones Suede Grain Vinyl Binders;12;Binders
996;TEC-PH-10004348;OtterBox Defender Series Case - iPhone 5c;11;Phones
997;OFF-BI-10004352;Wilson Jones DublLock D-Ring Binders;12;Binders
998;OFF-BI-10000666;Surelock Post Binders;12;Binders
999;TEC-MA-10000010;Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer;19;Machines
1000;OFF-BI-10000977;Ibico Plastic Spiral Binding Combs;12;Binders
1001;FUR-TA-10002530;"Iceberg OfficeWorks 42"" Round Tables";7;Tables
1002;FUR-FU-10001473;DAX Wood Document Frame;9;Furnishings
1003;OFF-BI-10001765;Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges;12;Binders
1004;FUR-CH-10000847;Global Executive Mid-Back Manager's Chair;5;Chairs
1005;OFF-PA-10001293;Xerox 1946;14;Paper
1006;OFF-AR-10000634;Newell 320;10;Art
1007;FUR-FU-10004270;Eldon Image Series Desk Accessories, Burgundy;9;Furnishings
1008;OFF-AR-10003770;Newell 340;10;Art
1009;OFF-LA-10003121;Avery 506;6;Labels
1010;OFF-PA-10002262;Xerox 192;14;Paper
1011;OFF-PA-10002464;HP Office Recycled Paper (20Lb. and 87 Bright);14;Paper
1012;OFF-ST-10002214;X-Rack File for Hanging Folders;8;Storage
1013;OFF-PA-10000130;Xerox 199;14;Paper
1014;TEC-AC-10000865;WD My Passport Ultra 500GB Portable External Hard Drive;15;Accessories
1015;OFF-FA-10003021;Staples;17;Fasteners
1016;TEC-PH-10003580;Cisco IP Phone 7961G-GE VoIP phone;11;Phones
1017;TEC-AC-10001109;Logitech Trackman Marble Mouse;15;Accessories
1018;OFF-PA-10001838;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages";14;Paper
1019;OFF-ST-10004950;Acco Perma 3000 Stacking Storage Drawers;8;Storage
1020;OFF-PA-10003823;Xerox 197;14;Paper
1021;TEC-PH-10001300;iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4;11;Phones
1022;FUR-TA-10003715;Hon 2111 Invitation Series Corner Table;7;Tables
1023;TEC-MA-10004458;Lexmark X 9575 Professional All-in-One Color Printer;19;Machines
1024;OFF-BI-10004965;Ibico Covers for Plastic or Wire Binding Elements;12;Binders
1025;OFF-AR-10001419;Newell 325;10;Art
1026;OFF-PA-10002586;Xerox 1970;14;Paper
1027;OFF-AR-10002221;12 Colored Short Pencils;10;Art
1028;FUR-FU-10002456;Master Caster Door Stop, Large Neon Orange;9;Furnishings
1029;OFF-FA-10004968;Rubber Band Ball;17;Fasteners
1030;OFF-PA-10001274;Loose Memo Sheets;14;Paper
1031;OFF-PA-10001125;Xerox 1988;14;Paper
1032;OFF-ST-10000344;Neat Ideas Personal Hanging Folder Files, Black;8;Storage
1033;OFF-ST-10003324;Belkin OmniView SE Rackmount Kit;8;Storage
1034;OFF-ST-10000419;Rogers Jumbo File, Granite;8;Storage
1035;OFF-AP-10001626;Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags;13;Appliances
1036;FUR-FU-10003981;Eldon Wave Desk Accessories;9;Furnishings
1037;OFF-ST-10001291;Tenex Personal Self-Stacking Standard File Box, Black/Gray;8;Storage
1038;OFF-AP-10004868;Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags;13;Appliances
1039;OFF-LA-10002195;Avery 481;6;Labels
1040;OFF-AR-10001315;Newell 310;10;Art
1041;OFF-EN-10003134;Staple envelope;16;Envelopes
1042;OFF-AR-10001955;Newell 319;10;Art
1043;OFF-LA-10001641;Avery 518;6;Labels
1044;OFF-ST-10001370;Sensible Storage WireTech Storage Systems;8;Storage
