id;code;orderDate;shipDate;shipMode;id_customers;Customer ID
2350;CA-2016-123526;24/12/2016;25/12/2016;First Class;297;BV-11245
2351;CA-2016-127649;7/10/2016;9/10/2016;First Class;394;DL-13495
2352;CA-2016-159989;9/12/2016;13/12/2016;Standard Class;13;EB-13870
2353;CA-2017-103499;20/11/2017;24/11/2017;Standard Class;302;ES-14020
2354;US-2015-167220;12/12/2015;16/12/2015;Standard Class;103;JB-15925
2355;CA-2017-126354;3/2/2017;8/2/2017;Standard Class;619;SC-20380
2356;CA-2017-169817;21/9/2017;25/9/2017;Standard Class;13;EB-13870
2357;US-2017-144582;30/4/2017;5/5/2017;Standard Class;680;TC-21475
2358;CA-2014-121573;3/11/2014;7/11/2014;Standard Class;612;SG-20605
2359;CA-2016-117660;30/12/2016;4/1/2017;Standard Class;299;BM-11785
2360;CA-2014-112851;17/9/2014;21/9/2014;Standard Class;750;NR-18550
2361;CA-2017-123701;24/11/2017;27/11/2017;First Class;311;PG-18820
2362;CA-2015-118227;24/4/2015;28/4/2015;Standard Class;490;DB-13270
2363;CA-2015-123155;9/3/2015;12/3/2015;First Class;375;NS-18640
2364;CA-2017-158883;2/6/2017;3/6/2017;Same Day;751;CS-11860
2365;US-2016-114888;19/9/2016;24/9/2016;Second Class;255;CC-12430
2366;US-2014-167262;31/10/2014;3/11/2014;Second Class;550;AC-10450
2367;CA-2017-119746;23/11/2017;27/11/2017;Standard Class;201;CM-12385
2368;CA-2017-108091;16/11/2017;21/11/2017;Standard Class;736;EK-13795
2369;CA-2016-101630;19/2/2016;23/2/2016;Second Class;317;CK-12760
2370;CA-2017-132346;7/11/2017;11/11/2017;Standard Class;8;PK-19075
2371;CA-2014-150301;8/7/2014;10/7/2014;First Class;660;MH-18025
2372;CA-2014-159310;7/11/2014;12/11/2014;Standard Class;57;SC-20725
2373;US-2017-147984;28/1/2017;1/2/2017;Standard Class;674;GB-14575
2374;CA-2015-104346;11/12/2015;16/12/2015;Standard Class;6;IM-15070
2375;US-2015-141684;29/6/2015;4/7/2015;Standard Class;515;MM-18055
2376;CA-2015-144722;16/3/2015;23/3/2015;Standard Class;752;MF-18250
2377;CA-2015-120516;13/8/2015;17/8/2015;Standard Class;243;CK-12595
2378;US-2016-148901;14/5/2016;19/5/2016;Standard Class;150;MK-17905
2379;CA-2017-136364;13/7/2017;17/7/2017;Second Class;709;MH-17455
2380;CA-2015-137708;22/11/2015;25/11/2015;Second Class;160;NG-18430
2381;CA-2014-149055;23/11/2014;28/11/2014;Standard Class;537;PB-19210
2382;CA-2015-151589;27/12/2015;30/12/2015;First Class;682;RE-19450
2383;CA-2016-121370;14/11/2016;19/11/2016;Second Class;687;EB-14110
2384;CA-2016-111696;8/5/2016;10/5/2016;First Class;578;TB-21625
2385;CA-2014-139598;26/12/2014;31/12/2014;Standard Class;727;MG-17695
2386;CA-2017-117436;8/6/2017;14/6/2017;Standard Class;753;LW-17125
2387;CA-2015-140025;7/4/2015;11/4/2015;Standard Class;725;PF-19120
2388;CA-2016-134222;10/7/2016;11/7/2016;Same Day;126;NZ-18565
2389;CA-2016-140018;21/11/2016;26/11/2016;Standard Class;238;CK-12205
2390;US-2017-136707;12/11/2017;15/11/2017;First Class;532;JE-15610
2391;CA-2014-152562;1/11/2014;8/11/2014;Standard Class;706;JO-15145
2392;CA-2016-152408;15/5/2016;21/5/2016;Standard Class;628;TT-21220
2393;CA-2014-120278;7/11/2014;12/11/2014;Standard Class;334;MS-17365
2394;CA-2017-167661;5/10/2017;10/10/2017;Standard Class;487;MP-18175
2395;CA-2017-106831;1/6/2017;3/6/2017;First Class;652;FH-14350
2396;CA-2017-154123;20/11/2017;25/11/2017;Standard Class;338;SC-20050
2397;CA-2016-136049;23/12/2016;28/12/2016;Standard Class;393;NM-18520
2398;CA-2017-118402;29/9/2017;4/10/2017;Standard Class;124;JO-15280
2399;US-2016-139388;7/11/2016;9/11/2016;First Class;694;CC-12475
2400;US-2014-128685;4/4/2014;5/4/2014;First Class;90;MZ-17515
2401;CA-2015-124044;23/7/2015;26/7/2015;Second Class;235;MS-17830
2402;CA-2014-164469;25/6/2014;27/6/2014;Second Class;137;GK-14620
2403;CA-2014-107818;8/9/2014;14/9/2014;Standard Class;508;MC-17275
2404;CA-2014-113320;12/12/2014;15/12/2014;Second Class;110;LH-17155
2405;CA-2015-137526;13/1/2015;17/1/2015;Standard Class;172;PB-19150
2406;CA-2017-136063;15/12/2017;19/12/2017;Standard Class;165;SS-20140
2407;CA-2016-101546;18/12/2016;24/12/2016;Standard Class;137;GK-14620
2408;CA-2014-138940;11/4/2014;16/4/2014;Second Class;40;GM-14455
2409;CA-2016-125164;10/11/2016;14/11/2016;Standard Class;65;SH-19975
2410;CA-2017-163531;26/6/2017;30/6/2017;Standard Class;57;SC-20725
2411;CA-2017-122490;13/11/2017;18/11/2017;Standard Class;75;TT-21070
2412;CA-2017-131366;24/11/2017;29/11/2017;Standard Class;465;SC-20440
2413;CA-2017-164042;23/5/2017;27/5/2017;Standard Class;108;KL-16645
2414;CA-2014-132864;2/12/2014;7/12/2014;Standard Class;472;KN-16390
2415;US-2014-155817;3/10/2014;9/10/2014;Standard Class;360;SL-20155
2416;US-2016-131891;29/7/2016;31/7/2016;First Class;618;PW-19240
2417;CA-2017-143567;2/11/2017;5/11/2017;Second Class;534;TB-21175
2418;CA-2017-104080;8/3/2017;15/3/2017;Standard Class;118;AH-10210
2419;CA-2014-151379;16/12/2014;20/12/2014;Standard Class;282;SC-20695
2420;CA-2016-163167;28/11/2016;1/12/2016;Second Class;576;RF-19345
2421;CA-2016-135776;23/12/2016;30/12/2016;Standard Class;554;EH-13765
2422;US-2014-122021;15/10/2014;17/10/2014;First Class;664;AC-10660
2423;CA-2016-130484;22/8/2016;27/8/2016;Standard Class;496;SG-20470
2424;CA-2017-120936;17/12/2017;21/12/2017;Standard Class;120;CA-12310
2425;CA-2017-110884;7/3/2017;12/3/2017;Standard Class;130;SH-20395
2426;US-2014-161613;1/12/2014;3/12/2014;Second Class;205;MC-17605
2427;US-2014-146353;14/10/2014;16/10/2014;Second Class;532;JE-15610
2428;CA-2014-133809;18/11/2014;23/11/2014;Second Class;653;MS-17530
2429;CA-2017-127306;14/1/2017;18/1/2017;Standard Class;4;BH-11710
2430;CA-2015-161830;24/9/2015;26/9/2015;Second Class;251;ME-17725
2431;CA-2017-163125;9/10/2017;11/10/2017;Second Class;94;MB-17305
2432;CA-2016-160304;2/1/2016;7/1/2016;Standard Class;607;BM-11575
2433;CA-2017-101728;19/8/2017;23/8/2017;Standard Class;624;SC-20575
2434;CA-2017-114055;25/12/2017;29/12/2017;Second Class;415;MH-18115
2435;CA-2017-126438;10/9/2017;13/9/2017;First Class;754;AR-10345
2436;CA-2017-117653;19/10/2017;23/10/2017;Standard Class;374;MO-17500
2437;CA-2017-143245;1/12/2017;6/12/2017;Standard Class;58;AD-10180
2438;US-2014-138828;2/9/2014;3/9/2014;First Class;45;KD-16345
2439;CA-2017-143651;25/3/2017;30/3/2017;Standard Class;525;FM-14215
2440;CA-2015-106978;28/9/2015;4/10/2015;Standard Class;234;ZC-21910
2441;CA-2015-155124;15/3/2015;21/3/2015;Standard Class;755;KS-16300
2442;CA-2017-150931;6/1/2017;13/1/2017;Standard Class;504;DP-13390
2443;CA-2014-157147;13/1/2014;18/1/2014;Standard Class;206;BD-11605
2444;CA-2015-156482;6/2/2015;13/2/2015;Standard Class;583;IL-15100
2445;CA-2017-106782;21/12/2017;27/12/2017;Standard Class;432;LP-17095
2446;CA-2016-151372;5/9/2016;6/9/2016;First Class;99;JH-15985
2447;CA-2014-102085;4/10/2014;9/10/2014;Standard Class;558;JD-16015
2448;CA-2017-107125;27/11/2017;2/12/2017;Standard Class;218;BD-11320
2449;CA-2016-125815;28/10/2016;1/11/2016;Second Class;659;DL-13330
2450;CA-2015-144190;9/6/2015;13/6/2015;Standard Class;721;NC-18415
2451;CA-2017-117926;8/12/2017;12/12/2017;Second Class;128;AS-10225
2452;CA-2015-153906;16/3/2015;20/3/2015;Standard Class;100;MS-17980
2453;CA-2014-160262;9/6/2014;13/6/2014;Second Class;132;TS-21205
2454;CA-2015-127607;20/3/2015;26/3/2015;Standard Class;301;JK-15730
2455;CA-2016-166226;18/11/2016;22/11/2016;Standard Class;427;TC-21535
2456;CA-2014-156587;7/3/2014;8/3/2014;First Class;756;AB-10015
2457;CA-2016-141180;15/5/2016;19/5/2016;Second Class;25;DP-13000
2458;CA-2015-109708;25/5/2015;28/5/2015;Second Class;389;CY-12745
2459;CA-2015-122406;2/8/2015;5/8/2015;Second Class;535;BE-11455
2460;US-2016-153815;6/11/2016;9/11/2016;First Class;127;KL-16555
2461;CA-2016-164896;7/11/2016;12/11/2016;Standard Class;391;PS-19045
2462;CA-2015-142202;18/9/2015;23/9/2015;Second Class;336;JR-16210
2463;CA-2015-165050;7/12/2015;9/12/2015;First Class;118;AH-10210
2464;US-2016-131114;9/12/2016;13/12/2016;Second Class;339;RW-19630
2465;CA-2014-160066;16/11/2014;22/11/2014;Standard Class;341;AH-10075
2466;CA-2016-109925;6/11/2016;10/11/2016;Second Class;6;IM-15070
2467;CA-2015-160696;6/9/2015;10/9/2015;Standard Class;317;CK-12760
2468;CA-2014-125171;3/9/2014;3/9/2014;Same Day;370;AG-10390
2469;CA-2016-149279;24/4/2016;28/4/2016;Standard Class;643;CL-12700
2470;CA-2017-107321;31/8/2017;4/9/2017;Standard Class;586;AW-10930
2471;US-2017-122714;7/12/2017;13/12/2017;Standard Class;429;HG-14965
2472;CA-2015-153038;18/12/2015;25/12/2015;Standard Class;517;RB-19645
2473;CA-2014-132227;4/11/2014;10/11/2014;Standard Class;450;SZ-20035
2474;CA-2017-155824;10/3/2017;15/3/2017;Standard Class;755;KS-16300
2475;CA-2016-129238;31/1/2016;4/2/2016;Standard Class;338;SC-20050
2476;CA-2017-159688;7/5/2017;12/5/2017;Standard Class;145;AB-10060
2477;CA-2016-136126;24/5/2016;24/5/2016;Same Day;259;EH-14125
2478;CA-2016-155033;7/10/2016;12/10/2016;Standard Class;694;CC-12475
2479;CA-2014-156006;30/4/2014;2/5/2014;Second Class;613;TM-21010
2480;CA-2015-158659;10/11/2015;14/11/2015;Second Class;282;SC-20695
2481;CA-2015-169796;9/11/2015;14/11/2015;Standard Class;657;Dp-13240
2482;CA-2015-102876;7/9/2015;14/9/2015;Standard Class;757;LR-17035
2483;US-2017-139647;11/5/2017;13/5/2017;First Class;478;TS-21370
2484;US-2017-160465;21/7/2017;26/7/2017;Standard Class;681;SW-20350
2485;CA-2014-153850;24/11/2014;29/11/2014;Standard Class;514;TH-21100
2486;CA-2014-127558;15/11/2014;18/11/2014;First Class;758;SS-20410
2487;CA-2017-136511;23/3/2017;25/3/2017;Second Class;90;MZ-17515
2488;CA-2016-133795;18/12/2016;24/12/2016;Standard Class;189;JE-15475
2489;US-2017-130953;29/7/2017;3/8/2017;Standard Class;289;RF-19735
2490;CA-2014-151792;2/9/2014;7/9/2014;Second Class;611;CV-12295
2491;CA-2017-139304;29/1/2017;2/2/2017;Standard Class;365;VG-21790
2492;CA-2016-155166;26/12/2016;2/1/2017;Standard Class;180;BB-11545
2493;CA-2015-103954;9/8/2015;13/8/2015;Second Class;368;HR-14770
2494;CA-2014-169803;6/4/2014;12/4/2014;Standard Class;610;SC-20260
2495;CA-2017-141719;17/11/2017;21/11/2017;Second Class;284;EG-13900
2496;CA-2015-136469;11/7/2015;12/7/2015;First Class;478;TS-21370
2497;CA-2016-158694;10/11/2016;13/11/2016;Second Class;483;AI-10855
2498;US-2014-104759;31/3/2014;4/4/2014;Standard Class;733;DD-13570
2499;CA-2015-150511;18/9/2015;24/9/2015;Standard Class;145;AB-10060
2500;CA-2015-134922;7/11/2015;11/11/2015;Standard Class;209;KB-16240
2501;US-2017-120607;19/5/2017;19/5/2017;Same Day;548;JC-15775
2502;CA-2015-141243;3/1/2015;8/1/2015;Second Class;734;AH-10465
2503;CA-2015-162166;8/9/2015;11/9/2015;First Class;393;NM-18520
2504;CA-2016-120796;3/4/2016;7/4/2016;Standard Class;230;CS-11950
2505;CA-2016-109722;5/12/2016;7/12/2016;Second Class;237;TP-21130
2506;CA-2015-136798;8/5/2015;12/5/2015;Standard Class;352;DL-12925
2507;CA-2017-122196;22/9/2017;24/9/2017;First Class;245;CA-12265
2508;CA-2017-142090;30/11/2017;7/12/2017;Standard Class;619;SC-20380
2509;CA-2017-160934;15/1/2017;19/1/2017;Standard Class;500;TT-21460
2510;CA-2014-124478;8/8/2014;12/8/2014;Standard Class;16;MA-17560
2511;CA-2015-145485;5/11/2015;5/11/2015;Same Day;595;JM-16195
2512;CA-2017-151071;25/4/2017;29/4/2017;Second Class;470;MB-18085
2513;CA-2014-134572;20/4/2014;22/4/2014;Second Class;278;SV-20365
2514;CA-2017-143217;11/11/2017;17/11/2017;Standard Class;345;CG-12040
2515;US-2017-133312;25/11/2017;29/11/2017;Standard Class;215;BD-11500
2516;US-2015-137533;18/12/2015;18/12/2015;Same Day;83;JK-15640
2517;CA-2016-155138;8/9/2016;12/9/2016;Standard Class;759;JM-15580
2518;CA-2016-108350;6/6/2016;9/6/2016;Second Class;555;SC-20230
2519;CA-2015-144302;19/6/2015;23/6/2015;Standard Class;468;ME-17320
2520;CA-2015-109001;5/3/2015;9/3/2015;Standard Class;472;KN-16390
2521;CA-2017-132738;4/8/2017;7/8/2017;First Class;448;HM-14860
2522;CA-2017-156720;30/12/2017;3/1/2018;Standard Class;759;JM-15580
2523;CA-2015-119102;23/5/2015;27/5/2015;Standard Class;121;KH-16690
2524;US-2014-140452;6/12/2014;10/12/2014;Standard Class;319;BK-11260
2525;CA-2015-141936;7/8/2015;12/8/2015;Standard Class;44;PN-18775
2526;CA-2014-158442;17/3/2014;17/3/2014;Same Day;617;AZ-10750
2527;CA-2015-167374;26/3/2015;30/3/2015;Second Class;422;GM-14500
2528;CA-2014-116568;14/12/2014;20/12/2014;Standard Class;299;BM-11785
2529;CA-2015-147102;19/9/2015;26/9/2015;Standard Class;469;NH-18610
2530;CA-2017-132213;25/4/2017;26/4/2017;First Class;44;PN-18775
2531;CA-2014-138450;18/10/2014;22/10/2014;Standard Class;554;EH-13765
2532;CA-2015-153073;13/11/2015;13/11/2015;Same Day;457;HA-14905
2533;CA-2016-147970;31/1/2016;2/2/2016;Second Class;493;AB-10150
2534;CA-2016-150658;17/11/2016;22/11/2016;Standard Class;334;MS-17365
2535;CA-2017-125640;25/7/2017;29/7/2017;Standard Class;733;DD-13570
2536;CA-2017-154137;11/11/2017;17/11/2017;Standard Class;364;MT-17815
2537;CA-2015-127173;26/9/2015;3/10/2015;Standard Class;422;GM-14500
2538;CA-2014-149538;4/4/2014;8/4/2014;Standard Class;11;KB-16585
2539;CA-2014-160766;14/9/2014;14/9/2014;Same Day;662;DM-13015
2540;CA-2017-146626;29/12/2017;5/1/2018;Standard Class;131;BP-11185
2541;CA-2015-123330;21/6/2015;27/6/2015;Standard Class;213;EP-13915
2542;CA-2017-155607;26/11/2017;30/11/2017;Standard Class;436;FG-14260
2543;CA-2016-151323;23/10/2016;28/10/2016;Standard Class;438;AB-10255
2544;CA-2015-146696;14/12/2015;19/12/2015;Standard Class;503;RD-19480
2545;CA-2016-128972;13/11/2016;17/11/2016;Standard Class;748;TS-21430
2546;CA-2017-128335;29/9/2017;5/10/2017;Standard Class;351;JA-15970
2547;CA-2015-154886;8/11/2015;12/11/2015;Standard Class;518;SW-20455
2548;CA-2016-111213;1/4/2016;5/4/2016;Standard Class;225;FP-14320
2549;CA-2017-161333;2/2/2017;7/2/2017;Standard Class;253;JL-15835
2550;CA-2017-128734;24/12/2017;31/12/2017;Standard Class;312;JL-15175
2551;CA-2014-141796;21/6/2014;21/6/2014;Same Day;507;JG-15160
2552;CA-2017-125101;6/3/2017;10/3/2017;Second Class;65;SH-19975
2553;CA-2017-169929;25/9/2017;28/9/2017;First Class;625;LS-17200
2554;US-2014-121566;30/6/2014;6/7/2014;Standard Class;751;CS-11860
2555;US-2015-124219;7/8/2015;8/8/2015;First Class;609;KW-16570
2556;CA-2017-163006;30/6/2017;4/7/2017;Second Class;690;GH-14410
2557;CA-2015-156146;26/10/2015;30/10/2015;Second Class;123;AG-10495
2558;CA-2014-111192;30/7/2014;5/8/2014;Standard Class;748;TS-21430
2559;CA-2016-115378;18/11/2016;23/11/2016;Second Class;220;AJ-10945
2560;CA-2015-161627;6/7/2015;11/7/2015;Standard Class;696;SJ-20215
2561;CA-2014-121006;10/11/2014;16/11/2014;Standard Class;711;SC-20020
2562;CA-2016-122903;27/5/2016;29/5/2016;Second Class;157;LA-16780
2563;CA-2015-107741;8/3/2015;10/3/2015;First Class;713;FC-14335
2564;CA-2017-106432;19/10/2017;24/10/2017;Standard Class;245;CA-12265
2565;CA-2016-148908;5/11/2016;8/11/2016;First Class;99;JH-15985
2566;CA-2016-123015;26/12/2016;30/12/2016;Standard Class;296;AJ-10795
2567;US-2015-120502;13/4/2015;19/4/2015;Standard Class;388;BT-11395
2568;CA-2017-108749;12/9/2017;15/9/2017;First Class;138;DJ-13510
2569;CA-2017-163335;24/9/2017;27/9/2017;First Class;166;AG-10675
2570;CA-2015-134719;10/10/2015;15/10/2015;Standard Class;480;JD-15790
2571;US-2015-154389;27/11/2015;3/12/2015;Standard Class;259;EH-14125
2572;CA-2015-115567;13/9/2015;18/9/2015;Standard Class;234;ZC-21910
2573;US-2017-136679;14/11/2017;18/11/2017;Standard Class;191;XP-21865
2574;US-2017-141943;5/5/2017;9/5/2017;Standard Class;214;DK-12985
2575;CA-2014-101560;28/11/2014;1/12/2014;Second Class;295;CS-12250
2576;CA-2014-159709;10/5/2014;15/5/2014;Standard Class;483;AI-10855
2577;CA-2016-103982;3/3/2016;8/3/2016;Standard Class;398;AA-10315
2578;CA-2015-142454;15/8/2015;19/8/2015;Standard Class;682;RE-19450
2579;CA-2015-102015;12/9/2015;18/9/2015;Standard Class;613;TM-21010
2580;CA-2015-156755;12/1/2015;18/1/2015;Standard Class;454;YS-21880
2581;CA-2015-130876;12/5/2015;16/5/2015;Second Class;617;AZ-10750
2582;CA-2016-145898;26/9/2016;26/9/2016;Same Day;321;CM-12445
2583;US-2017-159562;9/9/2017;15/9/2017;Standard Class;678;JB-16000
2584;CA-2017-134635;15/4/2017;17/4/2017;Second Class;375;NS-18640
2585;CA-2017-167080;10/6/2017;14/6/2017;Standard Class;19;LC-16930
2586;CA-2017-145653;1/9/2017;1/9/2017;Same Day;223;CA-12775
2587;CA-2014-140487;14/6/2014;20/6/2014;Standard Class;677;SR-20425
2588;CA-2017-117401;18/5/2017;22/5/2017;Second Class;453;PP-18955
2589;US-2017-109582;12/9/2017;17/9/2017;Second Class;623;JM-15865
2590;CA-2016-119865;21/6/2016;26/6/2016;Standard Class;549;AS-10090
2591;US-2014-147648;26/11/2014;1/12/2014;Standard Class;61;LS-16975
2592;CA-2017-124436;19/3/2017;22/3/2017;Second Class;194;SA-20830
2593;CA-2014-115084;18/10/2014;22/10/2014;Standard Class;625;LS-17200
2594;CA-2017-131037;22/8/2017;23/8/2017;First Class;747;TM-21490
2595;CA-2016-111143;19/11/2016;22/11/2016;First Class;641;TT-21265
2596;CA-2014-166744;20/9/2014;24/9/2014;Standard Class;36;DN-13690
2597;CA-2016-116561;11/9/2016;17/9/2016;Standard Class;687;EB-14110
2598;CA-2016-110730;23/9/2016;26/9/2016;Second Class;699;CM-11815
2599;CA-2017-146367;4/8/2017;8/8/2017;Standard Class;448;HM-14860
2600;CA-2016-149454;25/7/2016;26/7/2016;First Class;455;KM-16375
2601;CA-2016-156265;2/8/2016;4/8/2016;Second Class;293;BF-11020
2602;US-2015-168914;21/5/2015;27/5/2015;Standard Class;33;JE-15745
2603;US-2017-110989;3/11/2017;5/11/2017;Second Class;413;EJ-14155
2604;CA-2015-106215;16/4/2015;21/4/2015;Standard Class;273;BN-11470
2605;US-2016-169369;12/12/2016;18/12/2016;Standard Class;686;EC-14050
2606;CA-2015-132318;30/10/2015;2/11/2015;First Class;628;TT-21220
2607;US-2014-131982;7/3/2014;11/3/2014;Second Class;473;NP-18685
2608;CA-2015-125185;5/3/2015;7/3/2015;Second Class;125;AH-10195
2609;CA-2016-130078;8/8/2016;14/8/2016;Standard Class;231;CC-12145
2610;US-2017-114034;3/1/2017;8/1/2017;Standard Class;112;DL-13315
2611;US-2017-115595;9/10/2017;11/10/2017;First Class;191;XP-21865
2612;CA-2017-158722;20/10/2017;26/10/2017;Standard Class;16;MA-17560
2613;CA-2014-105165;7/9/2014;10/9/2014;First Class;450;SZ-20035
2614;CA-2017-147452;30/9/2017;3/10/2017;First Class;689;CS-11845
2615;US-2017-114657;16/11/2017;21/11/2017;Standard Class;415;MH-18115
2616;CA-2017-144484;11/9/2017;11/9/2017;Same Day;91;CB-12025
2617;CA-2017-125913;16/1/2017;16/1/2017;Same Day;706;JO-15145
2618;US-2016-158309;26/11/2016;29/11/2016;First Class;51;PA-19060
2619;CA-2015-162887;7/11/2015;9/11/2015;Second Class;648;SV-20785
2620;CA-2017-147333;14/12/2017;20/12/2017;Standard Class;127;KL-16555
2621;CA-2014-113859;13/9/2014;17/9/2014;Standard Class;605;BC-11125
2622;CA-2014-159681;7/12/2014;13/12/2014;Standard Class;139;PO-18850
2623;US-2017-104094;7/9/2017;11/9/2017;Standard Class;166;AG-10675
2624;CA-2017-152709;7/10/2017;12/10/2017;Standard Class;204;DB-13210
2625;CA-2015-105158;5/9/2015;10/9/2015;Standard Class;134;SP-20860
2626;CA-2014-133424;30/3/2014;4/4/2014;Standard Class;115;Dl-13600
2627;CA-2017-105991;5/5/2017;6/5/2017;First Class;294;LH-17020
2628;US-2017-136784;30/4/2017;5/5/2017;Standard Class;58;AD-10180
2629;CA-2014-146283;8/9/2014;15/9/2014;Standard Class;447;KT-16465
2630;CA-2017-151218;20/6/2017;23/6/2017;First Class;308;PJ-19015
2631;CA-2015-111073;26/12/2015;30/12/2015;Standard Class;499;MC-18100
2632;CA-2017-144883;15/8/2017;19/8/2017;Standard Class;636;BO-11350
2633;CA-2017-142174;4/3/2017;9/3/2017;Standard Class;25;DP-13000
2634;CA-2017-108791;27/7/2017;31/7/2017;Standard Class;747;TM-21490
2635;CA-2016-106656;23/9/2016;26/9/2016;First Class;2;DV-13045
2636;CA-2016-113831;30/5/2016;3/6/2016;Standard Class;707;AH-10690
2637;US-2014-139500;16/11/2014;20/11/2014;Standard Class;270;AB-10165
2638;US-2014-166310;21/9/2014;23/9/2014;First Class;186;JS-15940
2639;US-2016-168410;21/2/2016;26/2/2016;Standard Class;297;BV-11245
2640;CA-2017-131254;19/11/2017;21/11/2017;First Class;721;NC-18415
2641;CA-2016-123414;21/8/2016;27/8/2016;Standard Class;712;SU-20665
2642;CA-2017-137876;30/4/2017;5/5/2017;Standard Class;138;DJ-13510
2643;CA-2016-154060;2/5/2016;8/5/2016;Standard Class;298;DL-12865
2644;US-2017-162558;2/10/2017;5/10/2017;First Class;657;Dp-13240
2645;CA-2017-134439;18/9/2017;23/9/2017;Second Class;613;TM-21010
2646;CA-2015-119508;4/12/2015;9/12/2015;Standard Class;357;TZ-21580
2647;CA-2015-152681;17/1/2015;22/1/2015;Standard Class;610;SC-20260
2648;CA-2014-130813;6/1/2014;8/1/2014;Second Class;722;LS-17230
2649;CA-2015-120320;5/3/2015;9/3/2015;Standard Class;161;MV-18190
2650;CA-2016-111941;25/12/2016;28/12/2016;Second Class;380;BD-11620
2651;CA-2016-123120;4/9/2016;8/9/2016;Standard Class;611;CV-12295
2652;CA-2014-103331;26/8/2014;1/9/2014;Standard Class;42;KB-16315
2653;CA-2015-169278;21/5/2015;25/5/2015;Standard Class;546;ME-18010
2654;CA-2017-111577;16/10/2017;21/10/2017;Standard Class;322;AJ-10780
2655;CA-2015-146486;9/11/2015;14/11/2015;Second Class;232;DV-13465
2656;US-2014-168501;21/11/2014;27/11/2014;Standard Class;760;JK-15325
2657;CA-2015-112053;11/10/2015;13/10/2015;Second Class;130;SH-20395
2658;CA-2017-108539;21/3/2017;23/3/2017;Second Class;57;SC-20725
2659;CA-2015-149811;4/1/2015;10/1/2015;Standard Class;295;CS-12250
2660;US-2017-103814;9/12/2017;16/12/2017;Standard Class;24;LH-16900
2661;CA-2016-123932;6/9/2016;12/9/2016;Standard Class;290;YC-21895
2662;US-2016-101616;3/9/2016;6/9/2016;First Class;389;CY-12745
2663;CA-2014-113768;13/5/2014;19/5/2014;Standard Class;693;AH-10030
2664;CA-2016-138037;29/9/2016;3/10/2016;Standard Class;482;AR-10540
2665;CA-2014-150490;5/8/2014;11/8/2014;Standard Class;197;SS-20590
2666;US-2017-126060;14/4/2017;18/4/2017;Standard Class;62;DW-13585
2667;CA-2017-100951;9/6/2017;10/6/2017;First Class;545;NC-18625
2668;CA-2016-122017;29/12/2016;2/1/2017;Standard Class;304;CD-11920
2669;CA-2014-123477;18/1/2014;21/1/2014;Second Class;695;DW-13195
2670;CA-2016-107790;20/11/2016;24/11/2016;Standard Class;553;EH-13990
2671;CA-2017-158071;10/6/2017;15/6/2017;Standard Class;218;BD-11320
2672;CA-2017-147403;10/9/2017;13/9/2017;First Class;176;KH-16630
2673;US-2017-136721;8/4/2017;12/4/2017;Standard Class;469;NH-18610
2674;CA-2015-118738;24/10/2015;30/10/2015;Standard Class;123;AG-10495
2675;CA-2017-134152;27/5/2017;31/5/2017;Standard Class;533;RP-19855
2676;CA-2014-125542;5/12/2014;7/12/2014;First Class;241;NB-18655
2677;CA-2016-136021;14/8/2016;18/8/2016;Standard Class;759;JM-15580
2678;CA-2016-149195;5/9/2016;7/9/2016;Second Class;761;DM-13525
2679;CA-2017-161410;26/6/2017;3/7/2017;Standard Class;418;CC-12220
2680;CA-2017-152786;12/3/2017;17/3/2017;Standard Class;316;GA-14725
2681;CA-2017-164707;18/2/2017;21/2/2017;Second Class;52;CV-12805
2682;CA-2017-163874;10/11/2017;12/11/2017;Second Class;715;NC-18535
2683;US-2014-123183;19/11/2014;25/11/2014;Standard Class;745;GR-14560
2684;CA-2014-104829;18/11/2014;21/11/2014;Second Class;190;JG-15805
2685;US-2016-147340;24/9/2016;24/9/2016;Same Day;495;EB-13750
2686;CA-2016-145492;20/11/2016;27/11/2016;Standard Class;205;MC-17605
2687;CA-2016-163202;27/9/2016;2/10/2016;Standard Class;313;BM-11650
2688;CA-2016-117681;9/4/2016;14/4/2016;Standard Class;521;HF-14995
2689;CA-2017-132262;21/9/2017;23/9/2017;First Class;762;ML-18265
2690;CA-2017-123043;24/8/2017;29/8/2017;Standard Class;125;AH-10195
2691;US-2016-143280;22/2/2016;26/2/2016;Standard Class;357;TZ-21580
2692;CA-2017-108854;8/12/2017;14/12/2017;Standard Class;665;DM-13345
2693;CA-2017-166856;18/9/2017;22/9/2017;Standard Class;701;TS-21505
2694;CA-2016-153157;11/9/2016;14/9/2016;First Class;578;TB-21625
2695;US-2017-125647;23/9/2017;28/9/2017;Standard Class;49;LC-16870
2696;CA-2014-132542;6/10/2014;8/10/2014;Second Class;88;AM-10360
2697;CA-2015-110877;23/10/2015;26/10/2015;First Class;556;JE-15715
2698;US-2016-151827;31/3/2016;2/4/2016;Second Class;230;CS-11950
2699;US-2016-163258;29/12/2016;2/1/2017;Standard Class;419;PF-19225
2700;CA-2017-103009;3/11/2017;5/11/2017;Second Class;602;PJ-18835
2701;US-2017-120649;20/1/2017;26/1/2017;Standard Class;224;JF-15490
2702;CA-2016-153598;3/12/2016;6/12/2016;First Class;393;NM-18520
2703;US-2016-108497;14/6/2016;14/6/2016;Same Day;763;MH-17290
2704;CA-2016-113096;2/9/2016;4/9/2016;First Class;450;SZ-20035
